"選択された条件"
"表示銘柄件数：356件"
""
"銘柄区分","銘柄コード","銘柄名","連動指標カテゴリ","連動指標","株価(円)","前日比(％)","売買代金(千円)","出来高","分配金利回り(％)","権利付最終日","信託報酬(％)","ファンド概要","信託報酬詳細"
"ETF","2081","政策保有解消推進ＥＴＦ","国内指標その他","アクティブETF","1,179","0.68","2,275","1,933","0.00","2024/09/06","0.900","政策保有株式の純資産における比率が一定以上の銘柄のなかから、利益水準や財務状況、取引所における流動性等を当社独自の観点から総合的に勘案し、日本の金融商品取引所に上場する株式に投資することにより、投資信託財産の成長をめざして運用を行う。上場株式における政策保有株式の純資産における比率の低下が大いに進んだ市場環境においては、政策保有株式保有額のさらなる低下が見込めるような、資本コストと株価を意識した銘柄を当社独自の観点から総合的に勘案し、投資銘柄を選定することにより、投資信託財産の成長をめざして運用を行う。","-"
"ETF","2082","投資家経営者一心同体ＥＴＦ","国内指標その他","アクティブETF","1,045","0.97","1,491","1,431","0.00","2024/09/06","0.900","取締役会構成員、およびその親族、資産管理会社等の議決権保有割合の合計が相当程度ある企業のなかから、利益水準や財務状況、取引所における流動性等を当社独自の観点から総合的に勘案し、日本の金融商品取引所に上場する株式に投資することにより、投資信託財産の成長をめざして運用を行う。","-"
"ETF","2083","ＮＥＸＴ　ＦＵＮＤＳ　日本成長株アクティブ上場投信","国内指標その他","アクティブETF","2,257","0.31","19,607","8,703","1.11","2024/12/30","0.625","日本の株式を主要投資対象とし、信託財産の成長を目標に積極的な運用を行うことを基本とする。日本の株式の中から、個別企業の調査･分析等に基づいたボトムアップアプローチにより、企業のビジネスモデル、経営戦略、財務戦略などを評価し、中長期的に高い自己資本利益率（ＲＯＥ）を期待できる銘柄を中心に選定する。ポートフォリオの構築にあたっては、過去の財務実績、将来の収益再現力、バリュエーション評価（株価の割高･割安の度合い）等を勘案して組入比率を決定する。非株式割合（株式以外の資産への投資割合）は、原則として信託財産総額の５０％以下とすることを基本とする。","-"
"ETF","2084","ＮＥＸＴ　ＦＵＮＤＳ　日本高配当株アクティブ上場投信","国内指標その他","アクティブETF","2,301","0.57","25,416","11,051","2.45","2024/10/03","0.475","日本の株式を主要投資対象とし、信託財産の成長を目標に積極的な運用を行うことを基本とする。株式への投資にあたっては、配当利回りに着目し、高水準のインカムゲインと中長期的な値上がり益の獲得によるトータル･リターンの追求を目指する。銘柄の選定にあたっては、予想配当利回りや業績動向等を勘案し、投資候補銘柄を選別する。ポートフォリオ構築にあたっては、流動性、銘柄分散、今後の株価上昇の可能性等を勘案して組入比率を決定する。非株式割合（株式以外の資産への投資割合）は、原則として信託財産総額の５０％以下とすることを基本とする。","-"
"ETF","2085","ＭＡＸＩＳ高配当日本株アクティブ上場投信","国内指標その他","アクティブETF","569","0.16","16,917","29,660","2.64","2024/10/08","0.375","当ファンドは、主として日本の株式に投資を行い、中長期的な値上がり益の獲得および配当収益の確保をめざして運用を行う。株式への投資にあたっては、東京証券取引所上場銘柄のうち、大型株･中型株の中から、配当動向や信用リスクを勘案しつつ、予想配当利回りの上位銘柄を選定する。銘柄ごとの組入比率は流動性を勘案して決定する。","-"
"ETF","2093","上場Ｔｒａｃｅｒｓ　米国債０－２年ラダー（為替ヘッジなし）","国内指標その他","アクティブETF","4,891","-0.10","1,620","330","4.76","2024/11/06","0.060","ファンドは、主として米国の国債で残存期間が２年以下のものに投資を行う。ポートフォリオの構築にあたっては、投資対象とする債券の残存期間に応じた６ヵ月以下、６ヵ月超１２ヵ月以下、１２ヵ月超１８ヵ月以下、１８ヵ月超２４ヵ月以下の４つのグループに分け、流動性や売買コストなどを考慮しながら各グループへ概ね等金額となるよう分散投資を行う。投資対象資産を保有した場合と同様の損益を実現する目的のため、債券先物取引や外国為替予約取引等を活用する場合がある。外貨建資産については、原則として対円での為替ヘッジを行わない。","-"
"ETF","2094","東証ＲＥＩＴインバースＥＴＦ","国内指標その他","東証REIT インバース（－1 倍）指数","950","0.53","224","236","0.00","2024/10/09","0.750","この信託は、東証ＲＥＩＴインバース（ー１倍）指数を対象指標とし、基準価額の変動率を対象指標の変動率に一致させることを目指して、東証ＲＥＩＴ指数先物取引のデリバティブ取引を利用する。東証ＲＥＩＴ指数先物取引の売り建て総額から買い建て総額を差し引いた総額が純資産総額に対してほぼ同額になるように調整を行う。","-"
"ETF","213A","上場インデックスファンド日経半導体株","国内指標その他","日経半導体株指数","154","-1.22","31,563","203,940","0.00","2025/01/06","0.150","当ファンドは、信託財産の１口当たりの純資産額の変動率を日経半導体株指数の変動率に一致させることを目指して、日経半導体株指数に採用されている株式に投資を行う。投資対象資産を保有した場合と同様の損益を実現する目的として、日経半導体株指数への連動率を向上させるため、資金動向に応じて約款に定める有価証券指数等先物取引を行う場合がある。","-"
"ETF","221A","ＭＡＸＩＳ日経半導体株上場投信","国内指標その他","日経半導体株指数","438","-1.55","8,665","19,740","0.00","2025/01/22","0.140","「日経半導体株インデックスマザーファンド」受益証券への投資を通じて、主として日本の金融商品取引所上場株式に投資を行い、信託財産の１口当たりの純資産額の変動率を、日経半導体株指数の変動率に一致させることを目的とした運用を行う。対象指数との連動を維持するため、先物取引等を利用し株式の実質投資比率が１００％を超える場合がある。","-"
"ETF","2250","ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ","国内指標その他","MSCI ジャパン気候変動アクション指数（配当込み）","234","-0.72","980","4,190","2.15","2025/02/05","0.080","主としてＭＳＣＩジャパン気候変動アクション指数（配当込み）に採用されているあるいは採用が決定された株式および不動産投資信託証券に投資することにより、基準価額がＭＳＣＩジャパン気候変動アクション指数（配当込み）の動きと高位に連動することを目指した運用を行う。対象指数に連動する投資成果を目指すため、株式および不動産投信指数先物取引の買建を行うことができる。","-"
"ETF","2251","ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信","国内指標その他","JPX 国債先物ダブルインバース指数","755","0.17","588","780","0.00","2024/10/16","0.380","円建ての短期公社債等の短期有価証券を中心に、コールローン等にも投資するとともに、国債先物取引等を行い、ＪＰＸ国債先物ダブルインバース指数に連動する投資成果を目指す。国債先物取引の売建ての時価額および対象指数連動投資信託証券の時価額の合計額から保有する対象資産等の時価額を差し引いた額は、原則として信託財産の純資産総額の２倍程度となるように調整を行う。取引を行う国債先物取引は、出来高その他流動性を勘案して、海外の取引所で行われるものを取引する場合がある。この場合の証拠金等、外貨建資産への投資にあたっては、為替ヘッジを行うことを基本とする。","-"
"ETF","2257","ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ","国内指標その他","ICE BofA US コーポレート・インデックス（国内投信用、円ベース）","208","0.10","2,936","13,930","2.25","2024/10/09","0.090","米ドル建て投資適格社債市場に投資を行い、ＩＣＥ　ＢｏｆＡ　ＵＳコーポレート･インデックス（国内投信用、円ベース）の動きに高位に連動する投資成果を目指す。投資にあたっては、ブラックロック･グループが運用するＥＴＦを活用する。また、委託会社の判断により、米ドル建て投資適格社債に投資する場合がある。外貨建資産については、原則として為替ヘッジを行わない。効率的な運用を目的として、先物取引等を利用することがある。対象指数の動きと高位に連動する運用を目的として、一時的に純資産総額を超える投資割合で有価証券を組入れることがある。","-"
"ETF","2258","ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ","国内指標その他","ICE BofA US ハイ・イールド・コンストレインド・インデックス","209","0.14","3,139","14,950","3.68","2024/10/09","0.190","米ドル建てハイイールド社債市場に投資を行い、ＩＣＥ　ＢｏｆＡ　ＵＳハイ･イールド･コンストレインド･インデックス（国内投信用、円ベース）の動きに高位に連動する投資成果を目指す。投資にあたっては、ブラックロック･グループが運用するＥＴＦを活用する。また、委託会社の判断により、米ドル建てハイイールド社債に投資する場合がある。外貨建資産については、原則として為替ヘッジを行わない。効率的な運用を目的として、先物取引等を利用することがある。対象指数の動きと高位に連動する運用を目的として、一時的に純資産総額を超える投資割合で有価証券を組入れることがある。","-"
"ETF","234A","グローバルＸ　ＭＳＣＩ　キャッシュフローキング－日本株式　ＥＴＦ","国内指標その他","MSCI Japan IMI High Free Cash Flow Yield 50 Select Index（配当込み）","1,049","0.87","15,951","15,216","0.00","2025/02/19","0.275","信託財産の１口当たりの純資産額の変動率をＭＳＣＩ　Ｊａｐａｎ　ＩＭＩ　Ｈｉｇｈ　Ｆｒｅｅ　Ｃａｓｈ　Ｆｌｏｗ　Ｙｉｅｌｄ　５０　Ｓｅｌｅｃｔ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、対象指数に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","235A","グローバルＸ　高配当３０－日本株式　ＥＴＦ","国内指標その他","Mirae Asset Japan High Dividend 30 Index（配当込み）","1,031","0.59","14,875","14,469","0.00","2024/11/20","0.275","信託財産の１口当たりの純資産額の変動率をＭｉｒａｅ　Ａｓｓｅｔ　Ｊａｐａｎ　Ｈｉｇｈ　Ｄｉｖｉｄｅｎｄ　３０　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、対象指数に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","236A","ｉシェアーズ　日本国債７－１０年　ＥＴＦ","国内指標その他","ＦＴＳＥ日本国債7-10 年インデックス","498","-0.16","169","340","0.00","2024/10/09","0.060","主として、残存期間が７年以上１０年未満の日本国債への投資を通じて、ＦＴＳＥ日本国債７ー１０年インデックスの動きに高位に連動する投資成果を目指す。効率的な運用を目的として、先物取引等を利用することがある。対象指数の動きと高位に連動する運用を目的として、一時的に純資産総額を超える投資割合で日本国債を組み入れることがある。","-"
"ETF","2510","ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信","国内指標その他","NOMURA-BPI総合","911","-0.26","84,359","92,560","0.49","2024/09/04","0.070","「国内債券ＮＯＭＵＲＡーＢＰＩ総合マザーファンド」受益証券および日本の公社債を主要投資対象とし、ＮＯＭＵＲＡーＢＰＩ総合に連動する投資成果を目指す。実質組入外貨建資産については、原則として為替ヘッジを行わない。","-"
"ETF","2516","東証グロース２５０ＥＴＦ","国内指標その他","東証マザーズ指数","532","2.05","1,208,167","2,281,350","0.00","2025/07/04","0.500","東証グロース市場２５０指数を対象指標とし、株価指数先物取引の買い建て、または対象指数に採用されている株式への投資、あるいは株価指数先物取引の買い建てと対象指標に採用される株式への投資のいずれも行うことにより、基準価額の変動率を対象指標の変動率に一致させることを目指す。","-"
"ETF","2518","ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信","国内指標その他","MSCI 日本株女性活躍指数（セレクト）","1,581","0.64","207","131","1.85","2024/10/16","0.150","ＭＳＣＩ日本株女性活躍指数（セレクト）に採用されている銘柄の株式および採用が決定された銘柄の株式のみに投資を行い、信託財産中に占める個別銘柄の株数の比率を、対象株価指数の算出ルールに基づき計算された対象株価指数における個別銘柄の構成比率から算出される株数の比率に相当する比率に維持することを目的とした運用を行い、対象株価指数に連動する投資成果を目指す。","-"
"ETF","2523","ＭＡＸＩＳトピックス（除く金融）上場投信","国内指標その他","TOPIX Ex-Financials","-","-","-","-","1.88","2025/01/14","0.108","ＴＯＰＩＸ　ＥｘーＦｉｎａｎｃｉａｌｓに採用されている銘柄（採用予定の銘柄を含む。）の株式のみに対する投資として運用することを目的とし、信託財産の１口当たりの純資産額の変動率をＴＯＰＩＸ　ＥｘーＦｉｎａｎｃｉａｌｓの変動率に一致させるよう運用を行う。","-"
"ETF","2526","ＮＺＡＭ　上場投信　ＪＰＸ日経４００","国内指標その他","JPX日経インデックス400","25,345","1.12","482","19","2.06","2025/02/12","0.115","ＪＰＸ日経インデックス４００に採用されている銘柄（採用予定を含む。）の株式を主要投資対象とする。投資信託財産の１口当たりの純資産額の変動率を配当込ＪＰＸ日経インデックス４００の変動率に一致させることを目的とする。","-"
"ETF","2529","ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信","国内指標その他","野村株主還元70","1,701","0.24","5,692","3,356","2.60","2024/10/03","0.280","野村株主還元７０に採用されている銘柄の株式および採用が決定された銘柄の株式のみに投資を行い、信託財産中に占める個別銘柄の株数の比率を、野村株主還元７０の算出ルールに基づき計算された野村株主還元７０における個別銘柄の構成比率から算出される株数の比率に相当する比率に維持することを目的とした運用を行い、野村株主還元７０に連動する投資成果を目指す。","-"
"ETF","2560","ＭＡＸＩＳカーボン・エフィシェント日本株上場投信","国内指標その他","S&P/JPX カーボン・エフィシェント指数","36,000","-0.55","252","7","1.99","2024/11/06","0.125","Ｓ＆Ｐ／ＪＰＸ　カーボン･エフィシェント指数に採用されている銘柄（採用予定の銘柄を含む。）の株式のみに投資を行う。信託財産中に占める個別銘柄の株数の比率は、対象指数における個別銘柄の時価総額構成比率から算出される株数の比率程度を維持することを原則とする。","-"
"ETF","2561","ｉシェアーズ・コア　日本国債　ＥＴＦ","国内指標その他","ＦＴＳＥ日本国債インデックス","2,362","-0.21","17,363","7,352","1.10","2024/10/09","0.060","主として、日本の国債への投資を通じて、ＦＴＳＥ日本国債インデックスの動きに高位に連動する投資成果を目指して、一時的に純資産総額を超える投資割合で日本の国債を組み入れることがある。効率的な運用を目的として、先物取引等を利用することがある。","-"
"ETF","2564","グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ","国内指標その他","MSCIジャパン・高配当セレクト25指数","2,832","0.64","75,466","26,670","3.70","2024/10/22","0.390","信託財産の１口当たりの純資産額の変動率を「ＭＳＣＩジャパン･高配当セレクト２５指数（配当込み）」の変動率に一致させることを目的として、「ＭＳＣＩジャパン･高配当セレクト２５指数（配当込み）」に採用されている銘柄　（採用予定を含む。）の株式および不動産投資信託証券に投資する。投資対象とする不動産投資信託証券は、外貨建資産を保有する場合がある。外貨建資産への実質投資割合は、原則として、信託財産総額の５０％以下とする。","-"
"ETF","2567","ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数","国内指標その他","S&P/JPX Carbon Efficient Index","357","-0.03","46","130","2.00","2025/02/12","0.120","投資信託財産の１口当たりの純資産額の変動率を「Ｓ＆Ｐ／ＪＰＸカーボン･エフィシェント指数（トータル･リターン）」の変動率に一致させることを目的として、「Ｓ＆Ｐ／ＪＰＸカーボン･エフィシェント指数」に採用されている銘柄（採用予定を含む。）の株式を組入れることを原則とする。","-"
"ETF","2626","グローバルＸ　デジタル・イノベーション－日本株式　ＥＴＦ","国内指標その他","Solactive Digital Innovation Japan Index","2,345","1.12","5,474","2,344","1.38","2025/01/22","0.590","信託財産の１口当たりの純資産額の変動率を「Ｓｏｌａｃｔｉｖｅ　Ｄｉｇｉｔａｌ　Ｉｎｎｏｖａｔｉｏｎ　Ｊａｐａｎ　Ｉｎｄｅｘ（配当込み）」の変動率に一致させることを目的として、「Ｓｏｌａｃｔｉｖｅ　Ｄｉｇｉｔａｌ　Ｉｎｎｏｖａｔｉｏｎ　Ｊａｐａｎ　Ｉｎｄｅｘ（配当込み）」に採用されている銘柄（採用予定を含む。）の株式に投資する。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（有価証券指数等先物取引等を利用することを含む。）がある。","-"
"ETF","2627","グローバルＸ　ｅコマース－日本株式　ＥＴＦ","国内指標その他","Indxx Japan E-Commerce Index","1,423","2.15","11,243","7,935","0.65","2025/01/22","0.590","信託財産の１口当たりの純資産額の変動率を「Ｉｎｄｘｘ　Ｊａｐａｎ　ＥーＣｏｍｍｅｒｃｅ　Ｉｎｄｅｘ（配当込み）」の変動率に一致させることを目的として、「Ｉｎｄｘｘ　Ｊａｐａｎ　ＥーＣｏｍｍｅｒｃｅ　Ｉｎｄｅｘ（配当込み）」に採用されている銘柄（採用予定を含む。）の株式および不動産投資信託証券に投資する。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（有価証券指数等先物取引等を利用することを含む。）がある。","-"
"ETF","2636","グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティ－日本株式　ＥＴＦ","国内指標その他","MSCI Japan Governance-Quality Index","3,360","0.15","4,333","1,284","0.59","2024/09/19","0.275","信託財産の１口当たりの純資産額の変動率をＭＳＣＩ　Ｊａｐａｎ　ＧｏｖｅｒｎａｎｃｅーＱｕａｌｉｔｙ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、ＭＳＣＩ　Ｊａｐａｎ　ＧｏｖｅｒｎａｎｃｅーＱｕａｌｉｔｙ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式および不動産投資信託証券に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（有価証券指数等先物取引等を利用することを含む。）がある。","-"
"ETF","2637","グローバルＸ　クリーンテック－日本株式　ＥＴＦ","国内指標その他","FactSet Japan CleanTech & Energy Index","1,587","0.51","16,612","10,465","1.77","2024/09/19","0.590","信託財産の１口当たりの純資産額の変動率をＦａｃｔＳｅｔ　Ｊａｐａｎ　ＣｌｅａｎＴｅｃｈ　＆　Ｅｎｅｒｇｙ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、ＦａｃｔＳｅｔ　Ｊａｐａｎ　ＣｌｅａｎＴｅｃｈ　＆　Ｅｎｅｒｇｙ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2638","グローバルＸ　ロボティクス＆ＡＩ－日本株式　ＥＴＦ","国内指標その他","Indxx Japan Robotics & AI Index","2,043","0.79","10,099","4,941","0.59","2024/12/20","0.590","信託財産の１口当たりの純資産額の変動率をＩｎｄｘｘ　Ｊａｐａｎ　Ｒｏｂｏｔｉｃｓ　＆　ＡＩ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、Ｉｎｄｘｘ　Ｊａｐａｎ　Ｒｏｂｏｔｉｃｓ　＆　ＡＩ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2639","グローバルＸ　バイオ＆メドテック－日本株式　ＥＴＦ","国内指標その他","FactSet Japan Bio & Med Technologies Index","1,739","0.81","12,795","7,345","0.87","2024/12/20","0.590","信託財産の１口当たりの純資産額の変動率をＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｂｉｏ　＆　Ｍｅｄ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、ＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｂｉｏ　＆　Ｍｅｄ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2640","グローバルＸ　ゲーム＆アニメ－日本株式　ＥＴＦ","国内指標その他","Solactive Japan Games & Animation Index","3,210","1.58","28,044","8,756","0.82","2024/12/20","0.590","信託財産の１口当たりの純資産額の変動率をＳｏｌａｃｔｉｖｅ　Ｊａｐａｎ　Ｇａｍｅｓ　＆　Ａｎｉｍａｔｉｏｎ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、Ｓｏｌａｃｔｉｖｅ　Ｊａｐａｎ　Ｇａｍｅｓ　＆　Ａｎｉｍａｔｉｏｎ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2641","グローバルＸ　グローバルリーダーズ－日本株式　ＥＴＦ","国内指標その他","FactSet Japan Global Leaders ESG Index","3,100","0.16","9,766","3,154","2.04","2024/12/20","0.275","信託財産の１口当たりの純資産額の変動率をＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｇｌｏｂａｌ　Ｌｅａｄｅｒｓ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、ＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｇｌｏｂａｌ　Ｌｅａｄｅｒｓ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2642","ＳＭＴ　ＥＴＦカーボン・エフィシェント日本株","国内指標その他","S&P/JPXカーボン・エフィシェント指数","35,940","0.00","36","1","1.79","2025/01/08","0.115","当ファンドは、日本の金融商品取引所に上場（上場予定を含む。）している株式のうち、Ｓ＆Ｐ／ＪＰＸカーボン･エフィシェント指数（配当込み）に採用されている銘柄（採用が決定された銘柄を含む。）の株式に投資し、基準価額の変動率を対象株価指数の変動率に一致させることを目的として運用を行う。対象株価指数に連動する投資成果を目指すため、対象株価指数に採用されている銘柄の株式に投資を行った場合と同様の損益を実現する目的で、補完的に対象株価指数又はその他の日本の株価指数を対象とした先物取引の買建を行うことがある。","-"
"ETF","2643","ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリーＥＳＧリーダーズ指数連動型上場投","国内指標その他","MSCI Japan Country ESG Leaders Index","2,853","0.21","3","1","1.68","2024/10/16","0.120","ＭＳＣＩジャパンカントリーＥＳＧリーダーズ指数に採用されているまたは採用が決定された銘柄の株式および不動産投資信託証券のみに投資を行い、信託財産中に占める個別銘柄の株式およびＲＥＩＴの数の比率を、対象指数の算出ルールに基づき計算された対象指数における個別銘柄の構成比率から算出される株式およびＲＥＩＴの数の比率に相当する比率に維持することを目的とした運用を行い、対象指数に連動する投資成果を目指す。","-"
"ETF","2644","グローバルＸ　半導体関連－日本株式　ＥＴＦ","国内指標その他","FactSet Japan Semiconductor Index","3,855","-1.53","830,499","214,227","0.56","2024/10/22","0.590","信託財産の１口当たりの純資産額の変動率を「ＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｓｅｍｉｃｏｎｄｕｃｔｏｒ　Ｉｎｄｅｘ（配当込み）」の変動率に一致させることを目的として、「ＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｓｅｍｉｃｏｎｄｕｃｔｏｒ　Ｉｎｄｅｘ（配当込み）」に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2645","グローバルＸ　レジャー＆エンターテインメント－日本株式　ＥＴＦ","国内指標その他","Solactive Japan Leisure & Entertainment Index","2,309","1.23","92","40","0.31","2024/10/22","0.590","信託財産の１口当たりの純資産額の変動率を「Ｓｏｌａｃｔｉｖｅ　Ｊａｐａｎ　Ｌｅｉｓｕｒｅ　＆　Ｅｎｔｅｒｔａｉｎｍｅｎｔ　Ｉｎｄｅｘ（配当込み）」の変動率に一致させることを目的として、「Ｓｏｌａｃｔｉｖｅ　Ｊａｐａｎ　Ｌｅｉｓｕｒｅ　＆　Ｅｎｔｅｒｔａｉｎｍｅｎｔ　Ｉｎｄｅｘ（配当込み）」に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2646","グローバルＸ　メタルビジネス－日本株式　ＥＴＦ","国内指標その他","FactSet Japan Metal Business Index","1,715","0.53","537","312","3.50","2024/10/22","0.590","信託財産の１口当たりの純資産額の変動率を「ＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｍｅｔａｌ　Ｂｕｓｉｎｅｓｓ　Ｉｎｄｅｘ（配当込み）」の変動率に一致させることを目的として、「ＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｍｅｔａｌ　Ｂｕｓｉｎｅｓｓ　Ｉｎｄｅｘ（配当込み）」に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2836","グローバルＸ　フィンテック－日本株式　ＥＴＦ","国内指標その他","Indxx Japan Fintech Index","2,542","2.29","279","110","1.72","2024/12/20","0.590","信託財産の１口当たりの純資産額の変動率をＩｎｄｘｘ　Ｊａｐａｎ　Ｆｉｎｔｅｃｈ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、Ｉｎｄｘｘ　Ｊａｐａｎ　Ｆｉｎｔｅｃｈ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2837","グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ","国内指標その他","FactSet Japan Mid Small Cap Leaders ESG Index","2,290","0.70","1,850","811","2.20","2024/12/20","0.275","信託財産の１口当たりの純資産額の変動率をＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｍｉｄ　＆　Ｓｍａｌｌ　Ｃａｐ　Ｌｅａｄｅｒｓ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、ＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｍｉｄ　＆　Ｓｍａｌｌ　Ｃａｐ　Ｌｅａｄｅｒｓ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2847","グローバルＸ　新成長インフラ－日本株式　ＥＴＦ","国内指標その他","FactSet Japan New Growth Infrastructure Index","1,918","0.95","40","21","1.31","2024/10/22","0.590","信託財産の１口当たりの純資産額の変動率をＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｎｅｗ　Ｇｒｏｗｔｈ　Ｉｎｆｒａｓｔｒｕｃｔｕｒｅ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、ＦａｃｔＳｅｔ　Ｊａｐａｎ　Ｎｅｗ　Ｇｒｏｗｔｈ　Ｉｎｆｒａｓｔｒｕｃｔｕｒｅ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（株価指数先物取引等を利用することを含む。）がある。","-"
"ETF","2848","グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ","国内指標その他","MSCI Japan Climate Change Index","2,115","1.20","4","2","1.43","2024/10/22","0.275","信託財産の１口当たりの純資産額の変動率をＭＳＣＩ　Ｊａｐａｎ　Ｃｌｉｍａｔｅ　Ｃｈａｎｇｅ　Ｉｎｄｅｘ（配当込み）の変動率に一致させることを目的として、ＭＳＣＩ　Ｊａｐａｎ　Ｃｌｉｍａｔｅ　Ｃｈａｎｇｅ　Ｉｎｄｅｘ（配当込み）に採用されている銘柄（採用予定を含む。）の株式および不動産投資信託証券に対する投資として運用を行う。基本方針に沿うよう、信託財産の構成を調整するための指図を行うこと（有価証券指数等先物取引等を利用することを含む。）がある。","-"
